excessive,essential
excessive,necessary
excessive,moderate
excessive,reasonable
excessive,cheap
excessive,low
excessive,close
excessive,mild
extra,needed
extra,used
extra,usual
extra,worn
extra,basic
extra,elementary
extra,fundamental
extra,necessary
extra,common
extra,normal
extra,ordinary
extra,old
extra,main
extra,essential
mixed,alike
mixed,like
mixed,similar
mixed,same
mixed,uniform
mixed,separate
mixed,single
different,alike
different,like
different,similar
different,resembling
different,standard
different,usual
different,united
different,same
different,common
different,normal
different,ordinary
different,uniform
different,correspondent
different,conventional
conflicting,peaceful
rival,assisting
rival,associate
rival,supporting
equal,unlike
equal,changing
equal,variable
equal,varying
equal,biased
equal,unfair
equal,different
identical,diverse
identical,opposite
identical,unlike
identical,different
identical,distinct
exact,uncertain
exact,vague
exact,wrong
exact,loose
perfect,poor
perfect,bad
perfect,wrong
perfect,broken
perfect,part
ideal,wrong
ideal,actual
ideal,common
ideal,material
ideal,practical
fitting,wrong
proper,general
good,OK
good,minor
good,evil
good,poor
good,expected
good,ordinary
good,mean
great,tiny
great,few
great,unknown
great,stupid
great,little
great,minute
great,small
great,low
great,soft
great,weak
great,mild
great,moderate
great,limited
great,thin
great,short
great,poor
tremendous,usual
tremendous,tiny
tremendous,pleasant
tremendous,wonderful
tremendous,common
tremendous,conventional
tremendous,familiar
tremendous,ordinary
tremendous,plain
tremendous,little
tremendous,small
tremendous,bad
tremendous,poor
tremendous,expected
tremendous,normal
tremendous,nice
tremendous,weak
tremendous,minute
fantastic,rational
fantastic,real
fantastic,usual
fantastic,logical
fantastic,tiny
fantastic,balanced
fantastic,reasonable
fantastic,normal
fantastic,ordinary
fantastic,regular
fantastic,realistic
fantastic,familiar
fantastic,serious
fantastic,common
fantastic,conventional
fantastic,plain
fantastic,little
fantastic,small
fantastic,bad
fantastic,poor
incredible,possible
incredible,terrible
incredible,reasonable
incredible,realistic
incredible,bad
incredible,poor
ridiculous,possible
ridiculous,logical
ridiculous,usual
ridiculous,wise
ridiculous,bad
ridiculous,poor
ridiculous,reasonable
ridiculous,good
ridiculous,serious
silly,intelligent
silly,wise
silly,reasonable
silly,responsible
silly,smart
silly,serious
silly,practical
crazy,rational
crazy,collected
crazy,balanced
crazy,reasonable
crazy,sound
crazy,calm
crazy,realistic
crazy,responsible
crazy,smart
crazy,hate
nuts,rational
nuts,OK
nuts,balanced
nuts,reasonable
nuts,sound
nuts,calm
mad,collected
mad,rational
mad,wise
mad,OK
mad,calm
mad,balanced
mad,reasonable
mad,sound
mad,cheered
mad,happy
disturbed,ordered
disturbed,organized
disturbed,neat
confused,composed
confused,organized
confused,understanding
confused,ordered
confused,separated
confused,clear
puzzled,aware
puzzled,clear
puzzled,certain
puzzled,sure
sent,kept
directed,wandering
controlled,excited
guarded,bold
calculating,honest
calculating,open
designing,honest
designing,kind
sharp,stupid
sharp,honest
sharp,boring
sharp,old-fashioned
sharp,kind
sharp,slow
sharp,calm
sharp,mild
sharp,moderate
sharp,nice
sharp,flat
sharp,low
pointed,calming
pointed,mild
pointed,nice
peaked,healthy
peaked,colorful
ill,healthy
ill,good
ill,sound
ill,strong
ill,well
down,higher
down,above
down,happy
falling,improving
falling,rising
falling,increasing
shocking,comforting
shocking,pleasant
shocking,pleasing
shocking,wonderful
shocking,attractive
shocking,lovely
shocking,beautiful
shocking,calming
shocking,good
shocking,nice
terrible,pleasant
terrible,pleasing
terrible,wonderful
terrible,lucky
terrible,beautiful
terrible,calming
terrible,comforting
terrible,good
terrible,happy
terrible,nice
terrible,mild
terrible,great
disturbing,helpful
disturbing,pleasant
disturbing,pleasing
disturbing,comforting
disturbing,encouraging
disturbing,easy
disturbing,nice
disturbing,good
disturbing,happy
alarming,comforting
dangerous,honest
dangerous,healthy
dangerous,pleasant
dangerous,wonderful
dangerous,stable
dangerous,pleasing
dangerous,kind
dangerous,OK
dangerous,careful
dangerous,guarded
dangerous,true
dangerous,strong
dangerous,good
dangerous,nice
dangerous,safe
dangerous,secure
dangerous,great
dangerous,certain
dangerous,sure
dangerous,happy
threatening,kind
threatening,far
threatening,pleasant
threatening,safe
threatening,nice
threatening,good
threatening,away
threatening,distant
threatening,remote
ugly,beautiful
ugly,pretty
ugly,pleasing
ugly,attractive
ugly,lovely
ugly,kind
ugly,pleasant
ugly,nice
ugly,good
ugly,delicate
ugly,gentle
ugly,safe
awful,encouraging
awful,pleasant
awful,pleasing
awful,wonderful
awful,comforting
awful,kind
awful,calming
awful,attractive
awful,beautiful
awful,OK
awful,happy
awful,delicate
awful,gentle
awful,nice
awful,good
awful,safe
awful,great
horrible,pleasant
horrible,pleasing
horrible,wonderful
horrible,attractive
horrible,beautiful
horrible,pretty
horrible,kind
horrible,calming
horrible,encouraging
horrible,comforting
horrible,good
horrible,nice
horrible,great
horrible,happy
horrible,gentle
nasty,kind
nasty,pleasant
nasty,pleasing
nasty,wonderful
nasty,moral
nasty,friendly
nasty,assisting
nasty,helpful
nasty,gentle
nasty,nice
nasty,tender
nasty,easy
nasty,good
nasty,pure
nasty,mild
nasty,calm
nasty,great
nasty,clean
nasty,decent
nasty,happy
nasty,aiding
nasty,helping
nasty,safe
dirty,ordered
dirty,moral
dirty,clean
dirty,clear
dirty,bright
dirty,neat
dirty,pure
dirty,decent
dirty,good
dirty,nice
black,white
black,clean
black,happy
black,good
jet,white
dark,intelligent
dark,visible
dark,evident
dark,encouraging
dark,moral
dark,pleased
dark,bright
dark,clear
dark,distinct
dark,light
dark,good
dark,smart
dark,sunny
dark,happy
dark,clean
dark,brilliant
dark,shining
dark,apparent
dark,plain
faint,intelligent
faint,nearby
faint,friendly
faint,healthy
faint,brave
faint,bright
faint,clear
faint,distinct
faint,smart
faint,close
faint,near
faint,warm
faint,sharp
faint,thick
faint,firm
faint,strong
faint,loud
faint,certain
faint,sure
faint,rough
faint,violent
faint,harsh
faint,colorful
faint,heavy
faint,bold
remote,known
remote,loved
remote,nearby
remote,related
remote,relevant
remote,likely
remote,possible
remote,friendly
remote,open
remote,public
remote,close
remote,near
remote,gentle
remote,warm
unknown,usual
unknown,known
unknown,relevant
unknown,familiar
unknown,normal
unknown,identified
unknown,native
unknown,regular
unknown,common
unknown,named
exotic,boring
exotic,standard
exotic,usual
exotic,common
exotic,familiar
exotic,normal
exotic,regular
exotic,ordinary
exotic,native
romantic,usual
romantic,boring
romantic,real
romantic,familiar
romantic,ordinary
romantic,cold
romantic,cool
romantic,plain
romantic,realistic
fascinating,boring
gripping,boring
interesting,boring
interesting,usual
interesting,ugly
interesting,familiar
interesting,normal
interesting,ordinary
beautiful,horrible
beautiful,ugly
beautiful,bad
beautiful,offensive
beautiful,poor
beautiful,ordinary
beautiful,rough
beautiful,plain
cute,offensive
cute,ugly
cute,unhappy
charming,boring
charming,unhappy
charming,ugly
charming,bad
charming,mean
charming,offensive
absorbing,boring
arresting,usual
arresting,normal
arresting,ordinary
arresting,ugly
impressive,usual
impressive,poor
impressive,ordinary
impressive,normal
impressive,mild
impressive,moderate
impressive,common
impressive,little
impressive,small
impressive,weak
remarkable,usual
remarkable,like
remarkable,similar
remarkable,standard
remarkable,typical
remarkable,common
remarkable,ordinary
remarkable,average
remarkable,normal
remarkable,bad
remarkable,poor
remarkable,regular
remarkable,familiar
curious,usual
curious,average
curious,normal
curious,ordinary
interested,bored
interested,OK
interested,fair
involved,simple
involved,clear
involved,easy
elaborate,usual
elaborate,natural
elaborate,easy
elaborate,simple
elaborate,general
elaborate,normal
elaborate,plain
elaborate,regular
detailed,uncertain
detailed,vague
detailed,sparing
detailed,false
detailed,simple
detailed,brief
precise,vague
precise,uncertain
precise,general
precise,flexible
precise,yielding
precise,loose
precise,false
particular,usual
particular,normal
particular,ordinary
particular,regular
particular,general
particular,common
distinct,uncertain
distinct,vague
distinct,connected
distinct,like
distinct,resembling
distinct,similar
specific,like
specific,resembling
specific,similar
specific,standard
specific,vague
specific,uncertain
specific,usual
specific,normal
specific,common
specific,ordinary
specific,general
limited,adequate
limited,OK
limited,sufficient
limited,general
limited,free
narrow,far
narrow,loose
narrow,strong
narrow,fat
narrow,free
narrow,open
narrow,giving
narrow,away
narrow,poor
narrow,thick
narrow,broad
narrow,generous
narrow,liberal
narrow,wide
narrow,accepting
narrow,wasting
thin,large
thin,efficient
thin,strong
thin,fat
thin,liberal
thin,big
thin,wide
thin,thick
thin,heavy
thin,generous
thin,colorful
thin,dense
thin,solid
thin,concentrated
fragile,healthy
fragile,firm
fragile,strong
fragile,able
fragile,tough
weak,powerful
weak,healthy
weak,stable
weak,brave
weak,confident
weak,capable
weak,sufficient
weak,guarded
weak,protected
weak,firm
weak,steady
weak,certain
weak,sure
weak,active
weak,strong
weak,able
weak,bold
weak,loud
weak,fit
weak,safe
weak,secure
weak,concentrated
weak,thick
uncertain,determined
uncertain,settled
uncertain,reliable
uncertain,certain
uncertain,sure
uncertain,clear
uncertain,secure
uncertain,decided
uncertain,safe
uncertain,resolved
risky,honest
risky,healthy
risky,stable
risky,protected
risky,certain
risky,secure
risky,sure
risky,strong
risky,well
risky,safe
risky,assured
sensitive,loose
sensitive,calm
sensitive,strong
nervous,brave
nervous,composed
nervous,confident
nervous,collected
nervous,sufficient
nervous,firm
nervous,certain
nervous,sure
nervous,calm
nervous,happy
nervous,bold
nervous,cool
afraid,brave
afraid,composed
afraid,confident
afraid,eager
afraid,calm
afraid,happy
afraid,bold
afraid,cool
scared,brave
scared,confident
scared,encouraged
scared,bold
scared,cool
scared,happy
anxious,brave
anxious,composed
anxious,confident
anxious,collected
anxious,content
anxious,peaceful
anxious,bold
anxious,cool
anxious,happy
anxious,quiet
anxious,calm
anxious,assured
concerned,collected
concerned,peaceful
concerned,composed
concerned,calm
concerned,happy
concerned,cool
troubled,content
troubled,pleased
troubled,collected
troubled,composed
troubled,peaceful
troubled,settled
troubled,calm
troubled,happy
troubled,certain
troubled,sure
troubled,comforted
troubled,cool
troubled,quiet
troubled,balanced
troubled,sound
pained,collected
pained,calm
wounded,healthy
wounded,perfect
disabled,healthy
disabled,firm
disabled,strong
disabled,able
weakened,active
weakened,firm
weakened,strong
exhausted,restored
exhausted,stored
exhausted,able
exhausted,active
exhausted,firm
exhausted,strong
exhausted,fresh
exhausted,plenty
exhausted,saved
drained,full
dragging,exciting
dragging,interesting
boring,exciting
boring,interesting
boring,intelligent
boring,current
boring,unusual
boring,fascinating
boring,smart
boring,bright
boring,new
boring,different
demanding,uncertain
demanding,easy
demanding,flexible
demanding,nice
demanding,yielding
demanding,mild
demanding,simple
taxing,easy
trying,easy
trying,mild
trying,moderate
upsetting,helpful
upsetting,pleasant
upsetting,pleasing
upsetting,comforting
upsetting,encouraging
upsetting,calming
upsetting,easy
upsetting,nice
upsetting,good
upsetting,settling
upsetting,happy
discouraging,encouraging
discouraging,pleasant
discouraging,inspiring
discouraging,bright
discouraging,happy
discouraging,light
discouraging,sunny
discouraging,favorable
secondary,useful
secondary,valuable
secondary,primary
secondary,huge
secondary,large
secondary,chief
secondary,important
secondary,significant
secondary,big
secondary,necessary
secondary,main
secondary,major
secondary,superior
secondary,source
supporting,opposing
supporting,main
supporting,against
main,minor
main,usual
main,extra
main,secondary
main,common
main,ordinary
major,tiny
major,lower
major,minor
major,junior
major,lesser
major,secondary
major,little
major,small
major,short
major,below
dominant,extra
dominant,minor
dominant,retiring
dominant,secondary
dominant,weak
dominant,modest
dominant,reserved
principal,lesser
principal,minor
principal,unknown
principal,last
principal,lower
principal,least
principal,extra
principal,secondary
principal,ordinary
principal,poor
outstanding,unknown
outstanding,usual
outstanding,OK
outstanding,settled
outstanding,poor
outstanding,little
outstanding,small
outstanding,weak
outstanding,common
outstanding,normal
outstanding,ordinary
outstanding,regular
outstanding,low
outstanding,average
outstanding,paid
outstanding,resolved
superior,usual
superior,minor
superior,lower
superior,normal
superior,ordinary
superior,poor
superior,bad
superior,secondary
superior,below
exclusive,old-fashioned
exclusive,divided
exclusive,shared
exclusive,poor
exclusive,open
exclusive,public
exclusive,part
exclusive,partial
sole,combined
sole,together
sole,mixed
sole,united
sole,shared
sole,common
sole,general
sole,ordinary
resting,active
asleep,awake
asleep,conscious
awake,asleep
alive,dead
conscious,uncertain
sure,uncertain
sure,variable
sure,doubted
confident,uncertain
confident,afraid
confident,shy
confident,weak
confident,depressed
confident,sad
bold,retiring
bold,afraid
bold,shy
bold,weak
bold,quiet
bold,faint
bold,fair
bold,light
daring,careful
daring,afraid
daring,shy
daring,weak
daring,chicken
smart,stupid
smart,typical
smart,honest
smart,worn
smart,light
smart,dark
smart,normal
smart,slow
smart,old
wise,stupid
wise,kind
experienced,unable
experienced,green
capable,unable
capable,stupid
capable,green
capable,weak
appropriate,evil
consistent,disagreeing
consistent,varying
steady,vulnerable
steady,different
steady,flexible
steady,soft
steady,moving
steady,weak
steady,broken
constant,temporary
constant,interrupted
constant,changing
constant,varying
constant,concluding
constant,flagging
constant,broken
constant,different
constant,ending
constant,stopping
regular,unusual
regular,special
regular,extraordinary
regular,changing
regular,variable
regular,different
regular,rare
formal,informal
formal,ordinary
formal,relaxed
formal,normal
academic,ordinary
academic,plain
academic,practical
academic,simple
intellectual,stupid
intellectual,body
intellectual,physical
intellectual,simple
mental,physical
mental,body
mental,balanced
spiritual,physical
divine,ordinary
holy,evil
holy,uncertain
holy,bad
pure,complicated
pure,vague
pure,mixed
pure,uncertain
pure,applied
pure,false
pure,complex
pure,difficult
pure,decorated
pure,dark
pure,dirty
real,hidden
real,uncertain
real,vague
real,spiritual
real,false
real,mental
real,flexible
actual,uncertain
actual,spiritual
actual,pretended
actual,theoretical
actual,mental
actual,false
actual,past
certain,uncertain
certain,doubting
positive,uncertain
positive,vague
positive,negative
positive,flexible
positive,yielding
clear,mysterious
clear,vague
clear,guilty
clear,uncertain
clear,dark
clear,blocked
clear,closed
clear,clouded
clear,responsible
fair,biased
fair,illegal
fair,unfair
fair,lying
fair,mean
fair,partial
fair,decided
fair,dark
fair,ugly
civil,foreign
local,broad
local,liberal
local,foreign
urban,country
urban,rural
urban,suburban
downtown,country
downtown,minor
downtown,rural
downtown,suburban
downtown,secondary
central,minor
central,additional
central,extra
central,outer
central,secondary
central,outside
central,extreme
key,lesser
key,minor
key,additional
key,extra
key,secondary
leading,unknown
leading,least
leading,extra
leading,minor
leading,last
leading,secondary
leading,low
leading,ordinary
leading,final
top,lower
top,minor
top,least
top,lowest
top,secondary
top,poor
top,bad
top,below
top,low
primary,last
primary,advanced
primary,extra
primary,minor
primary,secondary
primary,sophisticated
initial,following
initial,last
initial,closing
initial,final
original,last
original,latest
original,borrowed
original,used
original,worn
original,newest
original,old
pioneer,following
pioneer,last
pioneer,later
pioneer,secondary
pioneer,late
head,extra
head,least
head,minor
head,last
head,lower
head,second
head,secondary
head,final
champion,lower
champion,minor
champion,least
champion,extra
champion,worst
champion,bad
champion,poor
champion,secondary
champion,poorest
super,ordinary
super,bad
super,poor
terrific,pleasant
terrific,pleasing
terrific,wonderful
terrific,tiny
terrific,little
terrific,minute
terrific,small
terrific,good
terrific,calm
terrific,moderate
terrific,bad
terrific,low
terrific,nasty
terrific,poor
extreme,least
extreme,lowest
extreme,calm
extreme,mild
extreme,moderate
extreme,low
extreme,limited
extreme,close
extreme,near
severe,kind
severe,friendly
severe,willing
severe,compromising
severe,calm
severe,easy
severe,mild
serious,minor
serious,false
serious,funny
serious,happy
serious,light
genuine,uncertain
genuine,false
genuine,affected
natural,extraordinary
natural,unusual
natural,changing
natural,pretended
natural,rare
natural,foreign
natural,particular
natural,different
natural,affected
natural,artificial
natural,fixed
natural,modified
logical,unlikely
logical,vague
logical,stupid
necessary,voluntary
necessary,additional
necessary,extra
necessary,minor
necessary,secondary
fundamental,lesser
fundamental,minor
fundamental,least
fundamental,learned
fundamental,additional
fundamental,advanced
fundamental,extra
fundamental,secondary
crucial,voluntary
crucial,minor
crucial,secondary
deciding,minor
deciding,secondary
chief,extra
chief,minor
chief,lower
chief,secondary
chief,bad
chief,poor
star,lesser
star,minor
star,extra
star,unknown
star,secondary
celebrated,unknown
celebrated,plain
important,voluntary
important,tiny
important,minor
important,unknown
important,little
important,short
important,small
important,weak
important,narrow
important,secondary
extensive,tiny
extensive,exclusive
extensive,restricted
extensive,limited
extensive,narrow
extensive,little
extensive,small
extensive,slight
extensive,short
comprehensive,restricted
comprehensive,specific
comprehensive,exclusive
comprehensive,empty
comprehensive,short
comprehensive,narrow
comprehensive,limited
comprehensive,partial
comprehensive,particular
full,lacking
full,wanting
full,hungry
full,empty
entire,part
entire,partial
entire,limited
open,restricted
open,locked
open,vague
open,lying
open,limited
open,closed
open,shut
open,blocked
open,certain
open,decided
open,sure
accessible,restricted
accessible,limited
available,unlikely
available,limited
available,occupied
available,impossible
possible,unlikely
possible,impossible
potential,unlikely
potential,lacking
potential,impossible
likely,unlikely
likely,impossible
reasonable,biased
reasonable,unfair
reasonable,unlikely
reasonable,expensive
reasonable,stupid
reasonable,partial
reasonable,assured
reasonable,bold
cheap,expensive
cheap,excellent
cheap,valuable
cheap,costly
cheap,dear
cheap,precious
cheap,superior
cheap,sophisticated
cheap,upper
aggressive,calm
offensive,pleasant
offensive,pleasing
offensive,kind
offensive,welcome
offensive,moral
offensive,honest
offensive,defensive
offensive,nice
offensive,good
offensive,clean
offensive,defending
offensive,guarding
gross,net
gross,moral
gross,hidden
gross,vague
gross,little
gross,slight
gross,small
gross,weak
gross,thin
gross,part
gross,partial
gross,clean
gross,modified
big,tiny
big,adolescent
big,baby
big,little
big,minute
big,small
big,slight
big,thin
big,poor
big,infant
big,shy
fat,tiny
fat,lean
fat,small
fat,thin
fat,slight
fat,little
fat,soft
fat,poor
large,tiny
large,minor
large,restricted
large,exclusive
large,little
large,minute
large,small
large,empty
large,narrow
large,poor
large,short
large,slight
large,limited
giant,tiny
giant,minor
giant,little
giant,minute
giant,small
vast,tiny
vast,restricted
vast,small
vast,narrow
vast,little
vast,minute
vast,limited
vast,short
vast,ending
broad,tiny
broad,restricted
broad,limited
broad,narrow
broad,quiet
broad,little
broad,small
broad,thin
broad,empty
generous,biased
generous,stupid
generous,wanting
generous,mean
generous,small
helpful,minor
helpful,hurting
helpful,cold
helpful,cool
useful,bad
effective,unable
effective,weak
efficient,unable
efficient,fragile
efficient,delicate
efficient,weak
productive,hurting
productive,weak
dynamic,boring
dynamic,weak
influential,unknown
influential,weak
famous,unknown
famous,typical
famous,usual
famous,stupid
famous,low
famous,normal
famous,ordinary
famous,bad
famous,poor
famous,regular
famous,weak
famous,common
famous,little
famous,small
honored,unknown
honored,shamed
understood,stated
understood,explained
understood,explicit
understood,expressed
understood,spoken
understood,written
pat,wrong
happy,upset
happy,disappointed
happy,discouraged
happy,pained
happy,depressed
happy,grave
happy,sad
happy,serious
happy,unhappy
happy,disturbed
happy,troubled
happy,down
delighted,bored
delighted,disappointed
delighted,pained
delighted,depressed
delighted,sad
delighted,unhappy
delighted,troubled
pleased,unhappy
content,upset
content,wanting
content,unhappy
content,depressed
content,disturbed
prepared,unable
able,unable
able,stupid
able,slow
able,delicate
able,weak
easy,complicated
easy,vague
easy,demanding
easy,exhausting
easy,trying
easy,difficult
easy,hard
easy,complex
easy,involved
easy,impossible
easy,strict
easy,unhappy
simple,complicated
simple,vague
simple,exacting
simple,older
simple,aware
simple,intelligent
simple,difficult
simple,hard
simple,involved
simple,complex
simple,decorated
simple,sophisticated
simple,smart
plain,vague
plain,complicated
plain,hidden
plain,extraordinary
plain,attractive
plain,beautiful
plain,pretty
plain,complex
plain,difficult
plain,decorated
plain,formal
patent,moral
patent,hidden
patent,vague
patent,part
patent,partial
patent,clean
patent,dark
patent,blocked
patent,closed
rank,pleasing
rank,pleasant
rank,moral
rank,clean
rank,nice
rank,good
rank,fresh
rank,sweet
rank,rare
off,here
off,present
off,on
outside,central
outside,interior
outside,middle
outside,internal
outside,likely
outside,inside
outside,certain
outside,good
outside,sure
foreign,local
foreign,national
foreign,characteristic
foreign,known
foreign,relevant
foreign,native
foreign,familiar
foreign,regular
alien,usual
alien,appropriate
alien,familiar
alien,normal
alien,native
alien,proper
unusual,typical
unusual,usual
unusual,like
unusual,similar
unusual,standard
unusual,expected
unusual,normal
unusual,ordinary
unusual,common
unusual,bad
unusual,poor
unusual,regular
unusual,conventional
unusual,familiar
unexpected,planned
unexpected,designed
unexpected,expected
unexpected,slow
wonderful,usual
wonderful,tiny
wonderful,typical
wonderful,common
wonderful,familiar
wonderful,ordinary
wonderful,plain
wonderful,little
wonderful,small
wonderful,bad
wonderful,poor
wonderful,normal
wonderful,regular
wonderful,unhappy
wonderful,expected
wonderful,dark
wonderful,nasty
fine,stupid
fine,usual
fine,offensive
fine,ugly
fine,bad
fine,ordinary
fine,poor
fine,regular
fine,cheap
fine,small
fine,common
fine,dark
fine,rough
fine,thick
elegant,old-fashioned
elegant,common
elegant,poor
elegant,plain
elegant,ugly
elegant,rough
grand,tiny
grand,small
grand,ordinary
grand,common
grand,poor
grand,bad
grand,modest
grand,low
imposing,tiny
imposing,small
imposing,common
imposing,ugly
imposing,bad
imposing,poor
imposing,little
imposing,modest
imposing,ordinary
striking,boring
striking,usual
striking,common
striking,ordinary
striking,weak
striking,normal
striking,regular
striking,bad
striking,poor
striking,ugly
powerful,unable
powerful,weak
commanding,modest
commanding,secondary
commanding,weak
dominating,secondary
running,occasional
running,broken
functional,broken
practical,excited
practical,unlikely
practical,impossible
rational,stupid
rational,excited
rational,ridiculous
rational,confused
normal,unusual
normal,extraordinary
normal,different
normal,rare
normal,extreme
normal,odd
normal,strange
traditional,unusual
traditional,modern
traditional,extraordinary
traditional,different
traditional,new
traditional,rare
traditional,fresh
conventional,unusual
conventional,extraordinary
conventional,exotic
conventional,different
conventional,rare
conventional,foreign
conventional,strange
conventional,new
conventional,original
conventional,unique
current,old-fashioned
current,old
current,past
modern,old-fashioned
modern,future
modern,ancient
modern,old
modern,past
contemporary,future
contemporary,old-fashioned
contemporary,old
contemporary,past
contemporary,succeeding
new,old-fashioned
new,like
new,similar
new,standard
new,usual
new,future
new,worn
new,existing
new,old
new,normal
new,common
new,familiar
new,regular
new,past
late,prompt
late,old-fashioned
late,early
late,old
late,live
slow,complicated
slow,hurried
slow,rapid
slow,intelligent
slow,moving
slow,complex
slow,active
slow,busy
slow,fast
slow,quick
slow,ready
slow,waiting
slow,smart
quiet,complicated
quiet,loud
quiet,troubled
quiet,complex
soft,healthy
soft,intelligent
soft,rough
soft,unhappy
soft,stiff
soft,difficult
soft,hard
soft,heavy
soft,strong
soft,harsh
soft,loud
soft,severe
soft,strict
soft,firm
soft,well
soft,smart
comfortable,upset
comfortable,unhappy
comfortable,troubled
comfortable,uncomfortable
comfortable,strict
comfortable,cold
comfortable,cool
comfortable,hard
comfortable,poor
satisfying,unhappy
satisfying,troubling
rewarding,upsetting
rewarding,troubling
valuable,cheap
valuable,reasonable
costly,helpful
costly,cheap
costly,reasonable
costly,poor
costly,aiding
dear,cool
dear,common
dear,cheap
pet,hated
pet,common
beloved,hated
favorite,hated
favorite,public
recommended,discouraged
implied,explicit
implied,stated
implied,open
implied,expressed
hidden,obvious
hidden,known
hidden,visible
hidden,exhibited
hidden,out
hidden,uncovered
hidden,open
hidden,public
hidden,apparent
hidden,clear
hidden,plain
hidden,disclosed
hidden,revealed
hidden,bright
hidden,bare
hidden,exposed
hidden,seen
hidden,showing
mysterious,known
mysterious,obvious
mysterious,evident
mysterious,visible
mysterious,usual
mysterious,clear
mysterious,plain
mysterious,familiar
mysterious,bright
mysterious,apparent
mysterious,normal
mysterious,regular
mysterious,public
puzzling,explicit
puzzling,clear
surprising,usual
surprising,normal
surprising,ordinary
surprising,expected
amazing,bad
amazing,poor
amazing,ordinary
bad,lucky
bad,pleasing
bad,wonderful
bad,OK
bad,honest
bad,superior
bad,great
bad,happy
bad,sophisticated
bad,good
bad,right
bad,just
bad,true
poor,wealthy
poor,adequate
poor,sufficient
poor,lucky
poor,rich
poor,full
poor,superior
poor,strong
poor,great
poor,happy
low,enormous
low,huge
low,large
low,increased
low,honest
low,moral
low,healthy
low,big
low,important
low,raised
low,above
low,high
low,tall
low,prominent
low,decent
low,rich
low,gay
low,happy
low,strong
low,well
small,wealthy
small,adequate
small,sufficient
small,large
small,huge
small,giant
small,useful
small,enormous
small,distinguished
small,excellent
small,famous
small,kind
small,rich
small,great
small,tall
small,thick
small,important
small,significant
